year,reference_date,mc,mc_code,age,age_band_min,age_band_max,count,count_kind,coverage_pct,source_slug,kind,notes
2020,2020-12-31,Praha 8,547158,,0,4,5493,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2020,2020-12-31,Praha 8,547158,,5,9,5219,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2020,2020-12-31,Praha 8,547158,,10,14,5397,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2020,2020-12-31,Praha 8,547158,,15,19,3966,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2020,2020-12-31,Praha 9,547166,,0,4,3749,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2020,2020-12-31,Praha 9,547166,,5,9,3334,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2020,2020-12-31,Praha 9,547166,,10,14,3102,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2020,2020-12-31,Praha 9,547166,,15,19,2251,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2020,2020-12-31,Praha 10,547174,,0,4,6041,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2020,2020-12-31,Praha 10,547174,,5,9,5458,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2020,2020-12-31,Praha 10,547174,,10,14,5122,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2020,2020-12-31,Praha 10,547174,,15,19,3890,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2020,2020-12-31,Praha 14,547221,,0,4,2616,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2020,2020-12-31,Praha 14,547221,,5,9,2419,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2020,2020-12-31,Praha 14,547221,,10,14,2458,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2020,2020-12-31,Praha 14,547221,,15,19,2233,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2020'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2021,2021-12-31,Praha 3,547107,,0,4,3968,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2021,2021-12-31,Praha 3,547107,,5,9,3241,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2021,2021-12-31,Praha 3,547107,,10,14,2813,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2021,2021-12-31,Praha 3,547107,,15,19,2593,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2021,2021-12-31,Praha 7,547141,,0,4,2722,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2021,2021-12-31,Praha 7,547141,,5,9,2373,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2021,2021-12-31,Praha 7,547141,,10,14,2003,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2021,2021-12-31,Praha 7,547141,,15,19,1589,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2021,2021-12-31,Praha 8,547158,,0,4,5232,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2021,2021-12-31,Praha 8,547158,,5,9,4990,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2021,2021-12-31,Praha 8,547158,,10,14,5139,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2021,2021-12-31,Praha 8,547158,,15,19,4228,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2021,2021-12-31,Praha 9,547166,,0,4,3610,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2021,2021-12-31,Praha 9,547166,,5,9,3136,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2021,2021-12-31,Praha 9,547166,,10,14,2979,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2021,2021-12-31,Praha 9,547166,,15,19,2323,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2021,2021-12-31,Praha 10,547174,,0,4,5747,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2021,2021-12-31,Praha 10,547174,,5,9,5161,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2021,2021-12-31,Praha 10,547174,,10,14,4956,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2021,2021-12-31,Praha 10,547174,,15,19,4045,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2021,2021-12-31,Praha 14,547221,,0,4,2512,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2021,2021-12-31,Praha 14,547221,,5,9,2381,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2021,2021-12-31,Praha 14,547221,,10,14,2334,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2021,2021-12-31,Praha 14,547221,,15,19,2427,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2021'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2022,2022-12-31,Praha 3,547107,,0,4,4214,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2022,2022-12-31,Praha 3,547107,,5,9,3767,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2022,2022-12-31,Praha 3,547107,,10,14,3379,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2022,2022-12-31,Praha 3,547107,,15,19,3491,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2022,2022-12-31,Praha 7,547141,,0,4,2742,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2022,2022-12-31,Praha 7,547141,,5,9,2568,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2022,2022-12-31,Praha 7,547141,,10,14,2261,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2022,2022-12-31,Praha 7,547141,,15,19,1954,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2022,2022-12-31,Praha 8,547158,,0,4,5507,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2022,2022-12-31,Praha 8,547158,,5,9,5352,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2022,2022-12-31,Praha 8,547158,,10,14,5627,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2022,2022-12-31,Praha 8,547158,,15,19,5120,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2022,2022-12-31,Praha 9,547166,,0,4,3848,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2022,2022-12-31,Praha 9,547166,,5,9,3488,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2022,2022-12-31,Praha 9,547166,,10,14,3403,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2022,2022-12-31,Praha 9,547166,,15,19,3055,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2022,2022-12-31,Praha 10,547174,,0,4,6037,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2022,2022-12-31,Praha 10,547174,,5,9,5740,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2022,2022-12-31,Praha 10,547174,,10,14,5528,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2022,2022-12-31,Praha 10,547174,,15,19,5013,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2022,2022-12-31,Praha 14,547221,,0,4,2563,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2022,2022-12-31,Praha 14,547221,,5,9,2645,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2022,2022-12-31,Praha 14,547221,,10,14,2614,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2022,2022-12-31,Praha 14,547221,,15,19,2757,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2022'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2023,2023-12-31,Praha 3,547107,,0,4,4109,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2023,2023-12-31,Praha 3,547107,,5,9,3782,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2023,2023-12-31,Praha 3,547107,,10,14,3425,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2023,2023-12-31,Praha 3,547107,,15,19,3778,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2023,2023-12-31,Praha 7,547141,,0,4,2699,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2023,2023-12-31,Praha 7,547141,,5,9,2644,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2023,2023-12-31,Praha 7,547141,,10,14,2235,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2023,2023-12-31,Praha 7,547141,,15,19,2086,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2023,2023-12-31,Praha 8,547158,,0,4,5363,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2023,2023-12-31,Praha 8,547158,,5,9,5350,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2023,2023-12-31,Praha 8,547158,,10,14,5693,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2023,2023-12-31,Praha 8,547158,,15,19,5791,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2023,2023-12-31,Praha 9,547166,,0,4,3831,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2023,2023-12-31,Praha 9,547166,,5,9,3530,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2023,2023-12-31,Praha 9,547166,,10,14,3452,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2023,2023-12-31,Praha 9,547166,,15,19,3486,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2023,2023-12-31,Praha 10,547174,,0,4,5958,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2023,2023-12-31,Praha 10,547174,,5,9,5824,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2023,2023-12-31,Praha 10,547174,,10,14,5568,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2023,2023-12-31,Praha 10,547174,,15,19,5467,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2023,2023-12-31,Praha 14,547221,,0,4,2497,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2023,2023-12-31,Praha 14,547221,,5,9,2679,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2023,2023-12-31,Praha 14,547221,,10,14,2625,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2023,2023-12-31,Praha 14,547221,,15,19,2850,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2023'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2024,2024-12-31,Praha 3,547107,,0,4,4134,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2024,2024-12-31,Praha 3,547107,,5,9,3817,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2024,2024-12-31,Praha 3,547107,,10,14,3409,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2024,2024-12-31,Praha 3,547107,,15,19,3962,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2024,2024-12-31,Praha 7,547141,,0,4,2556,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2024,2024-12-31,Praha 7,547141,,5,9,2694,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2024,2024-12-31,Praha 7,547141,,10,14,2264,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2024,2024-12-31,Praha 7,547141,,15,19,2184,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2024,2024-12-31,Praha 8,547158,,0,4,5203,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2024,2024-12-31,Praha 8,547158,,5,9,5301,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2024,2024-12-31,Praha 8,547158,,10,14,5528,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2024,2024-12-31,Praha 8,547158,,15,19,6218,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2024,2024-12-31,Praha 9,547166,,0,4,3835,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2024,2024-12-31,Praha 9,547166,,5,9,3554,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2024,2024-12-31,Praha 9,547166,,10,14,3481,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2024,2024-12-31,Praha 9,547166,,15,19,3753,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2024,2024-12-31,Praha 10,547174,,0,4,5756,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2024,2024-12-31,Praha 10,547174,,5,9,5842,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2024,2024-12-31,Praha 10,547174,,10,14,5667,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2024,2024-12-31,Praha 10,547174,,15,19,5816,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2024,2024-12-31,Praha 14,547221,,0,4,2379,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2024,2024-12-31,Praha 14,547221,,5,9,2600,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2024,2024-12-31,Praha 14,547221,,10,14,2653,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2024,2024-12-31,Praha 14,547221,,15,19,3003,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2024'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2025,2025-12-31,Praha 3,547107,,0,4,3828,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2025,2025-12-31,Praha 3,547107,,5,9,3789,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2025,2025-12-31,Praha 3,547107,,10,14,3450,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2025,2025-12-31,Praha 3,547107,,15,19,4174,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500097; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2025,2025-12-31,Praha 7,547141,,0,4,2385,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2025,2025-12-31,Praha 7,547141,,5,9,2636,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
