mc,street,house_number_range,red_izo,zs_name,source_file,effective_date
Praha 3,Italská,"sudá č. 36, 38",600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jeronýmova,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Kostnické náměstí,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Krásova,"lichá č. 11-39, sudá č. 10-36",600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Orebitská,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Přibyslavská,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Příběnická,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Seifertova,"lichá č. 1-67, sudá č. 2-24",600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Siwiecova,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U Rajské zahrady,"lichá č. 1-3, sudá č. 10-26",600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U Viktorie,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Vlkova,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,náměstí Winstona Churchilla,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Řehořova,,600036219,"Základní škola a mateřská škola Jaroslava Seiferta, Praha 3, Vlkova 31/800",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hartigova,sudá č. 196-236,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Květinková,"lichá č. l-11, sudá č. 2-12",600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Malešická,"lichá č. 47-59, sudá č. 24-74",600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Mezi domky,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na Jarově,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na Vackově,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na Viktorce,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na chmelnici,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na mokřině,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na rovnosti,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Olgy Havlové,"lichá č. 1-33, sudá č. 2-22",600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Plavínova,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pod Jarovem,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pod lipami,"lichá č. l-21, sudá č. 2-36 pro 2. stupeň patří tento školský obvod k Základní škole Pražačka, Praha 3, Nad Ohradou 25/1700",600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Schöfflerova,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U staré cihelny,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,V Rozkvětu,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,V Zeleni,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,V zahrádkách,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Za Vackovem,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,l. stupeň,,600036197,"Základní škola a mateřská škola Jarov, Praha 3, V Zahrádkách 48/1966",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Baranova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Basilejské náměstí,7,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Bernasova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Blahoslavova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Domažlická,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hartigova,"lichá č. 15-101, sudá č. 30-106",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hájkova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jana Želivského,"2, 2 b, 2 c",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jeseniova,"lichá č. 15-83, sudá č. 16-60",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jičínská,lichá č. 9-51,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Kališnická,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Ke kapslovně,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Koldínova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Komenského náměstí,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Křišťanova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Lucemburská,"lichá č. 27-49, sudá č. 32-48",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Lukášova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Malešická,"lichá č. 1-19, sudá č. 2-10",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Olšanská,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Ostromečská,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pitterova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pod Parukářkou,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Přemyslovská,"lichá č. 29-45, sudá č. 28-48",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Radhošťská,sudá č. 2-26,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Roháčova,"lichá č. 21-115, sudá č. 24-96",600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Sauerova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Sudoměřská,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Tetauerova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Tovačovského,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,V kapslovně,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Vinohradská,lichá č. 129-149,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Zvěřinova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,náměstí Barikád,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Černínova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Šrámkové,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Žerotínova,,600036162,"Základní škola a mateřská škola, Praha 3, Chelčického 43/2614",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Boleslavská,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Chrudimská,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hollarovo náměstí,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Horní Stromky,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hradecká,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jičínská,"lichá č. 1-7 , sudá č. 2-12",600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Kolínská,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Korunní,lichá č. 67-133,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Kouřimská,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Květná,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Libická,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Perunova,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Písecká,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Slezská,"lichá č. 49-129, sudá č. 92-146",600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Soběslavská,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U Vinohradské nemocnice,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U Vinohradského hřbitova,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,V Horní Stromce,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Vinohradská,"lichá č. 151 -157, sudá č. 80- 200",600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Votická,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Zásmucká,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,náměstí Jiřího z Lobkovic,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Čáslavská,,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Šrobárova,lichá č. 1-73,600036111,"Základní škola a mateřská škola, Praha 3, nám. Jiřího z Lobkovic 22/121",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Cimburkova,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Dalimilova,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Husitská,"lichá č. 33-51 , sudá č. 58-82",600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Milíčova,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pernerova,"2, 2a, 2b",600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pod Vítkovem,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Prvního pluku,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Trocnovská,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U božích bojovníků,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U památníku,,600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Štítného,"sudá 2-36, lichá 1-31",600036146,"Základní škola, Praha 3, Cimburkova 18/600",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Ambrožova,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Basilejské náměstí,"1-6, 8-10",600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Biskupcova,"lichá č. 1-49, sudá č. 2-50",600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Buchovcova,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hartigova,sudá č. 108-112,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Izraelská,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jana Želivského,"1, 3-41",600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jeseniova,"lichá č. 85-137, sudá č. 96-124",600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jilmová,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,K Červenému dvoru,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Malešická,"lichá č. 21-45, sudá č. 12-22",600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na Parukářce,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Na Třebešíně,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Olgy Havlové,sudá č. 36-56,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Pod kapličkou,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Rečkova,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Tetauerova,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U nákladového nádraží,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,U zásobní zahrady,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Viklefova,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Zelenky-Hajského,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Zvěřinova,sudá č.,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Šrámkové,,600036201,"Základní škola, Praha 3, Jeseniova 96/2400",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Bořivojova,"lichá č. 25-73, sudá č. 34-80",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Chelčického,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Chlumova,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Chvalova,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Hartigova,"lichá č. 1-13, sudá č. 2-28",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Havlíčkovo náměstí,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Husitská,"lichá č. 53-67, sudá č. 84-94",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jeseniova,"lichá č. 1-13, sudá č. 2-14",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Kubelíkova,"lichá č. 43-61, sudá č. 44-66",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Lipanská,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Lupáčova,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Olšanské náměstí,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Ondříčkova,lichá č. 19-39,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Prokopova,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Prokopovo náměstí,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Roháčova,"lichá č. 1-19, sudá č. 2-22",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Rokycanova,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Sabinova,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Seifertova,"lichá č. 69-97, sudá č. 26-50",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Sladkovského náměstí,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Tachovské náměstí,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Táboritská,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Víta Nejedlého,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Čajkovského,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Českobratrská,,600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Štítného,"lichá č. 33-37, sudá č. 38-42",600036120,"Základní škola, Praha 3, Lupáčova 1/1200",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Blodkova,,600036138,"Základní škola, Praha 3, nám. Jiřího z Poděbrad 7,8/1685",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Bořivojova,"lichá č. 1-23, sudá č. 2-16",600036138,"Základní škola, Praha 3, nám. Jiřího z Poděbrad 7,8/1685",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Fibichova,,600036138,"Základní škola, Praha 3, nám. Jiřího z Poděbrad 7,8/1685",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Jagellonská,,600036138,"Základní škola, Praha 3, nám. Jiřího z Poděbrad 7,8/1685",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
Praha 3,Ježkova,,600036138,"Základní škola, Praha 3, nám. Jiřího z Poděbrad 7,8/1685",vyhlaska-hmp-19-2025_via-P6.pdf,2026-01-01
